AGEP,SCHL,MAR,SEX,DIS,ESP,CIT,MIG,MIL,ANC,NATIVITY,ESR,ST,FER,RAC1P,PUBCOV
34,14,0,0,0,0,4,0,4,0,1,1,0,2,0,0
9,20,4,0,0,0,4,0,4,0,1,1,0,2,0,0
16,13,4,0,0,0,4,0,4,0,1,6,0,2,0,0
2,13,4,1,0,1,0,0,4,3,0,6,0,0,0,0
15,22,0,0,0,0,0,0,4,0,0,1,0,2,0,0
47,20,0,0,0,0,0,0,4,0,0,1,0,0,0,0
20,18,4,0,0,0,0,2,4,0,0,1,0,2,1,0
45,13,4,1,1,0,0,2,4,0,0,6,0,0,0,1
34,14,4,0,0,0,0,0,4,0,0,6,0,2,0,0
30,19,3,0,0,0,4,0,4,0,1,1,0,2,0,0
0,14,4,1,0,1,0,0,0,3,0,0,0,0,0,0
38,5,4,1,1,0,0,0,4,0,0,6,0,0,0,1
19,15,3,0,0,0,0,0,4,0,0,1,0,2,1,1
5,18,4,1,0,0,0,0,4,1,0,1,0,0,0,0
6,15,4,0,0,0,4,2,4,0,1,2,0,2,0,0
3,15,4,0,0,0,3,2,4,3,1,1,0,2,0,0
44,17,2,0,0,0,0,0,4,0,0,1,0,0,0,0
6,18,4,1,0,0,0,0,4,1,0,1,0,0,0,0
46,21,0,0,0,0,0,0,4,2,0,6,0,0,0,0
44,15,0,0,0,0,0,2,4,3,0,3,0,0,0,1
18,18,4,1,1,0,0,0,4,3,0,1,0,0,0,1
44,13,0,1,0,0,0,0,4,0,0,1,0,0,0,0
41,15,0,0,0,0,0,0,4,0,0,1,0,0,0,0
48,20,0,1,0,0,4,0,4,0,1,1,0,0,0,0
10,21,4,0,0,0,0,2,4,1,0,2,0,2,0,0
9,16,0,0,0,0,0,0,4,1,0,1,0,2,0,0
17,19,0,0,0,0,0,0,4,3,0,1,0,2,0,0
29,18,0,0,0,0,0,0,4,3,0,6,0,2,1,0
40,20,4,0,0,0,0,0,4,3,0,1,0,0,0,0
43,15,0,1,0,0,0,0,4,0,0,1,0,0,0,0
4,14,4,0,0,0,0,2,4,3,0,6,0,2,0,0
2,13,4,1,0,1,0,0,4,3,0,6,0,0,0,1
14,19,4,0,0,0,3,0,4,0,1,2,0,2,1,0
16,20,0,0,0,0,3,2,4,0,1,1,0,2,0,0
15,18,0,1,0,0,4,2,4,0,1,6,0,0,0,0
11,20,4,1,0,0,0,2,4,0,0,1,0,0,0,0
25,20,0,0,0,0,0,0,4,0,0,6,0,2,0,0
6,20,4,0,0,0,0,0,4,0,0,6,0,2,0,0
4,18,4,0,0,0,0,0,4,0,0,1,0,2,0,0
48,19,0,1,0,0,0,0,2,1,0,6,0,0,0,1
49,19,0,0,1,0,0,0,4,2,0,6,0,0,0,1
2,12,4,1,1,1,0,0,4,0,0,6,0,0,0,0
44,15,1,0,0,0,0,0,4,0,0,1,0,0,0,0
29,16,4,1,1,0,0,0,4,0,0,1,0,0,0,0
31,15,0,0,0,0,0,0,4,0,0,1,0,2,1,0
44,18,3,1,0,0,0,0,4,0,0,6,0,0,1,1
39,18,2,0,1,0,0,0,4,0,0,6,0,0,0,1
20,20,0,0,0,0,0,0,4,3,0,6,0,2,0,0
20,19,0,1,0,0,4,0,4,0,1,6,0,0,0,0
19,21,0,0,0,0,0,1,4,1,0,3,0,1,0,0
45,18,0,0,0,0,0,0,4,0,0,1,0,0,0,0
0,10,4,1,0,1,2,2,0,0,0,0,0,0,0,0
12,18,4,0,0,0,0,0,4,1,0,1,0,2,0,0
34,15,0,0,1,0,0,0,4,3,0,6,0,2,0,1
2,13,4,1,1,4,0,0,4,3,0,6,0,0,0,1
10,15,0,0,0,0,0,2,4,0,0,6,0,1,0,1
23,20,0,1,0,0,0,0,4,3,0,1,0,0,1,0
23,18,0,0,0,0,0,0,4,3,0,6,0,2,0,0
20,19,3,0,1,0,0,0,4,3,0,6,0,2,0,0
2,11,4,1,1,8,0,0,4,3,0,1,0,0,0,1
0,9,4,0,1,8,0,0,0,3,0,0,0,2,0,1
23,20,0,1,0,0,0,0,4,3,0,3,0,0,0,0
41,10,0,1,0,0,4,0,4,0,1,1,0,0,0,0
34,10,0,0,0,0,4,0,4,0,1,1,0,2,0,0
46,20,2,1,1,0,0,0,2,1,0,6,0,0,0,1
14,11,0,1,0,0,4,0,4,0,1,3,0,0,0,0
16,14,0,0,0,0,4,0,4,0,1,6,0,2,0,0
47,18,0,0,1,0,0,0,4,0,0,1,0,0,0,0
32,20,0,0,0,0,0,0,4,0,0,6,0,2,0,0
1,11,4,0,0,2,0,0,0,0,0,6,0,2,0,0
18,15,4,1,0,0,0,0,4,1,0,1,0,0,0,0
35,17,0,0,1,0,0,0,4,0,0,1,0,2,0,0
46,21,0,1,0,0,3,0,4,0,1,6,0,0,1,0
28,19,0,0,0,0,3,0,4,0,1,1,0,2,1,0
0,11,4,1,0,3,0,0,0,3,0,0,0,0,1,0
15,15,0,0,0,0,3,0,4,0,1,6,0,2,0,0
37,14,0,0,0,0,0,0,4,0,0,1,0,0,0,0
47,14,0,0,0,0,4,0,4,0,1,6,0,0,0,0
5,15,4,1,0,0,4,0,4,0,1,6,0,0,0,0
21,15,0,0,0,0,4,0,4,0,1,6,0,2,0,0
3,14,2,0,0,0,4,0,4,0,1,6,0,1,0,0
2,13,4,1,0,2,4,0,4,0,1,6,0,0,0,0
26,19,0,0,1,0,3,0,4,0,1,6,0,2,0,1
6,18,4,1,0,0,0,0,4,1,0,1,0,0,0,0
3,15,4,1,0,0,0,0,4,1,0,1,0,0,0,0
31,19,0,0,0,0,0,0,4,0,0,6,0,2,0,0
4,18,4,1,0,0,0,0,4,3,0,6,0,0,0,0
2,13,4,1,0,2,0,0,4,3,0,6,0,0,0,0
0,12,4,1,0,2,0,0,0,3,0,0,0,0,0,0
40,18,0,0,0,0,0,0,4,3,0,3,0,0,0,0
34,18,0,1,0,0,0,0,4,1,0,1,0,0,0,0
41,20,0,0,0,0,0,0,4,1,0,6,0,0,0,0
12,20,4,0,0,0,0,2,4,0,0,1,0,2,0,0
32,19,4,0,0,0,0,0,4,0,0,1,0,2,1,0
48,17,2,0,1,0,0,0,4,1,0,6,0,0,0,1
24,20,4,1,0,0,4,2,4,0,1,1,0,0,0,0
14,15,4,1,0,0,4,1,4,0,1,1,0,0,0,0
14,15,4,1,0,0,4,2,4,0,1,1,0,0,0,0
14,15,4,1,0,0,4,2,4,0,1,1,0,0,0,0
9,18,4,0,0,0,0,0,4,0,0,1,0,2,0,1
37,20,0,0,0,0,0,0,4,0,0,6,0,0,0,0
22,18,0,0,0,0,0,0,4,0,0,1,0,2,0,0
48,10,0,0,0,0,0,0,4,3,0,6,0,0,0,0
11,17,4,1,0,0,0,0,4,0,0,1,0,0,0,0
41,22,0,0,0,0,0,0,4,1,0,6,0,0,0,0
6,18,4,1,0,0,0,2,4,0,0,1,0,0,0,0
40,18,2,1,1,0,0,2,4,3,0,1,0,0,0,0
44,11,0,0,0,0,3,0,4,0,1,6,0,0,0,0
24,0,0,0,0,0,4,0,4,0,1,6,0,2,0,0
8,18,4,1,0,0,0,2,4,0,0,1,0,0,0,0
5,15,4,1,0,0,0,2,4,0,0,1,0,0,0,0
10,18,0,0,0,0,0,0,4,0,0,1,0,2,1,0
28,16,4,0,1,0,1,2,4,3,0,3,0,2,1,0
4,14,4,0,1,0,0,2,4,3,0,6,0,2,1,0
22,15,0,1,0,0,0,0,4,0,0,1,0,0,0,0
19,12,0,0,0,0,0,0,4,0,0,1,0,2,0,0
2,12,4,0,0,1,0,0,4,0,0,6,0,2,0,0
6,18,0,0,0,0,0,0,4,1,0,1,0,2,0,0
36,19,2,0,1,0,0,0,4,0,0,6,0,0,0,1
36,11,4,0,0,0,3,2,4,0,1,1,0,0,0,0
7,18,4,0,0,0,0,2,4,0,0,1,0,2,0,0
5,17,4,0,0,0,0,2,4,0,0,1,0,2,0,0
9,18,4,1,0,0,0,0,4,0,0,1,0,0,0,0
2,12,4,0,0,1,0,0,4,0,0,6,0,2,0,0
45,15,2,0,0,0,0,0,4,3,0,1,0,0,0,0
7,19,4,1,0,0,0,0,4,0,0,1,0,0,0,0
30,20,0,0,0,0,0,0,4,3,0,1,0,2,0,0
34,21,0,1,0,0,0,0,4,3,0,3,0,0,0,0
2,12,4,1,0,1,0,0,4,3,0,6,0,0,0,0
0,10,4,1,0,1,0,0,0,3,0,0,0,0,0,0
37,13,3,0,1,0,0,0,4,0,0,6,0,0,1,1
5,17,4,1,0,0,0,0,4,0,0,1,0,0,1,0
24,20,4,0,0,0,0,0,4,3,0,1,0,2,1,0
48,13,4,0,1,0,0,0,4,0,0,6,0,0,1,1
31,17,0,0,1,0,0,0,4,0,0,1,0,2,0,0
12,15,3,1,0,0,0,0,4,3,0,1,0,0,0,0
35,15,4,1,0,0,4,0,4,0,1,1,0,0,0,0
3,12,4,1,0,0,4,0,4,0,1,1,0,0,0,0
21,11,4,0,0,0,4,0,4,0,1,1,0,2,0,0
23,11,0,0,0,0,0,0,4,1,0,6,0,2,0,0
0,12,4,1,0,2,0,0,0,0,0,0,0,0,0,0
18,18,0,0,0,0,0,0,4,1,0,1,0,2,0,0
21,19,0,1,0,0,0,0,2,1,0,1,0,0,0,1
38,13,3,1,1,0,0,0,2,3,0,6,0,0,0,1
7,18,4,0,0,0,4,0,4,0,1,6,0,2,1,0
6,18,4,1,0,0,4,0,4,0,1,1,0,0,1,0
3,13,4,1,0,0,3,0,4,0,1,6,0,0,1,0
14,20,4,1,0,0,0,2,4,0,0,1,0,0,0,0
12,15,4,1,0,0,0,2,4,0,0,1,0,0,0,0
46,18,0,0,0,0,0,0,4,1,0,1,0,0,0,0
8,20,4,1,0,0,0,0,4,1,0,1,0,0,0,0
32,15,0,0,0,0,0,0,4,3,0,1,0,2,0,0
3,15,4,0,0,0,0,0,4,3,0,6,0,2,0,0
0,10,4,0,0,1,0,0,0,3,0,0,0,2,0,0
30,21,0,0,0,0,3,2,4,3,1,1,0,1,0,0
24,10,4,0,0,0,4,0,4,3,1,6,0,2,0,0
5,0,4,0,0,0,0,0,4,0,0,1,0,2,0,0
41,15,0,0,0,0,0,0,4,3,0,1,0,0,0,0
23,17,0,1,1,0,0,0,4,0,0,1,0,0,0,0
7,18,4,0,0,0,0,2,4,0,0,1,0,2,0,0
3,17,4,0,0,0,0,2,4,0,0,1,0,2,0,0
42,15,1,0,0,0,0,0,4,3,0,3,0,0,1,1
18,13,0,0,0,0,4,0,4,0,1,1,0,2,0,0
9,17,4,0,0,0,0,2,4,0,0,1,0,2,0,0
29,15,2,0,1,0,0,2,4,0,0,6,0,2,0,0
40,15,3,0,0,0,3,0,4,0,1,1,0,0,0,0
19,8,4,1,0,0,0,0,4,3,0,1,0,0,0,0
48,11,1,1,0,0,4,0,4,0,1,6,0,0,0,0
47,18,0,0,0,0,0,2,4,3,0,1,0,0,0,0
32,12,0,0,0,0,4,0,4,0,1,6,0,2,0,0
23,20,4,1,0,0,0,0,2,0,0,6,0,0,1,0
48,15,0,0,0,0,0,0,4,3,0,6,0,0,0,1
28,20,0,1,1,0,0,0,4,3,0,1,0,0,1,0
22,19,0,0,0,0,0,0,4,3,0,6,0,1,0,0
13,20,4,1,0,0,0,0,4,3,0,1,0,0,0,0
13,19,4,1,0,0,0,0,4,1,0,3,0,0,0,0
11,17,4,0,0,0,0,0,4,1,0,1,0,2,0,0
5,10,4,1,1,0,0,0,4,1,0,6,0,0,0,0
2,13,4,1,0,1,0,0,4,1,0,6,0,0,0,1
36,17,0,0,0,0,0,0,4,1,0,1,0,0,0,0
20,17,0,0,0,0,0,0,4,0,0,1,0,2,0,0
46,18,0,1,1,0,0,0,3,0,0,6,0,0,0,1
47,19,0,0,1,0,0,0,4,0,0,1,0,0,0,0
49,16,2,0,0,0,0,0,4,0,0,6,0,0,0,1
27,0,4,1,1,0,0,0,4,0,0,6,0,0,0,1
13,16,4,1,0,0,0,0,4,1,0,1,0,0,0,0
43,14,2,0,0,0,0,0,4,0,0,1,0,0,1,0
24,19,4,1,0,0,0,0,4,0,0,1,0,0,1,0
25,19,0,0,0,0,4,0,4,0,1,1,0,2,0,0
25,15,0,1,0,0,4,0,4,3,1,1,0,0,0,0
6,13,4,1,0,0,0,0,4,1,0,6,0,0,0,1
16,18,4,1,1,0,3,0,4,0,1,6,0,0,0,1
15,21,0,0,0,0,3,0,4,0,1,3,0,2,0,0
10,20,4,1,0,0,0,0,4,0,0,1,0,0,0,0
15,20,0,1,0,0,4,0,4,0,1,6,0,0,0,0
22,15,4,0,0,0,4,0,4,0,1,6,0,2,0,0
5,15,4,1,0,0,0,0,4,0,0,1,0,0,0,0
24,6,0,0,0,0,4,0,4,0,1,6,0,2,0,0
1,13,4,0,0,2,0,0,0,0,0,6,0,2,0,1
21,15,0,0,0,0,0,0,4,0,0,6,0,2,0,0
9,20,4,1,0,0,0,2,4,0,0,1,0,0,0,0
8,18,4,0,0,0,0,2,4,0,0,1,0,2,0,0
47,19,0,0,1,0,0,0,4,0,0,1,0,0,0,0
36,15,4,0,0,0,0,2,4,0,0,1,0,0,0,0
46,15,4,0,0,0,0,2,4,0,0,1,0,0,0,0
42,15,4,0,0,0,0,2,4,0,0,1,0,0,0,0
17,21,0,0,0,0,0,0,4,1,0,6,0,2,0,0
30,20,0,1,0,0,0,0,4,3,0,1,0,0,0,0
38,16,0,0,0,0,0,0,4,0,0,1,0,0,0,0
42,15,0,1,0,0,0,0,3,0,0,1,0,0,0,0
49,5,0,0,0,0,4,0,4,0,1,6,0,0,0,1
12,20,4,0,1,0,0,0,4,0,0,1,0,2,0,0
12,20,4,0,1,0,0,0,4,0,0,1,0,2,0,0
44,5,4,0,1,0,3,0,4,0,1,6,0,0,0,0
26,13,4,1,0,0,0,0,4,0,0,1,0,0,0,0
21,16,4,0,0,0,3,0,4,0,1,6,0,2,0,0
15,19,4,1,0,0,0,0,4,3,0,1,0,0,0,0
30,20,0,0,0,0,3,2,4,3,1,6,0,2,0,0
22,0,0,1,0,0,4,0,4,0,1,1,0,0,0,0
25,15,0,0,0,0,4,0,4,3,1,6,0,2,0,0
2,11,4,0,0,2,0,0,4,3,0,6,0,2,0,0
27,19,3,0,0,0,0,0,4,3,0,3,0,2,1,1
6,18,4,0,0,0,0,0,4,0,0,1,0,2,1,0
2,12,4,1,0,7,0,0,4,0,0,6,0,0,1,1
34,19,0,0,0,0,0,0,4,0,0,1,0,2,0,0
9,20,4,0,0,0,0,0,4,1,0,1,0,2,0,0
42,18,3,0,1,0,3,0,4,0,1,1,0,0,0,0
12,17,4,0,0,0,0,0,4,0,0,6,0,2,0,0
7,17,4,0,0,0,0,0,4,0,0,1,0,2,0,0
43,21,4,0,0,0,0,0,4,0,0,1,0,0,1,0
23,19,0,0,0,0,0,0,4,1,0,1,0,2,0,0
48,15,0,0,1,0,0,0,4,0,0,6,0,0,1,1
3,15,4,1,0,0,0,0,4,1,0,1,0,0,0,0
40,15,2,0,0,0,0,0,4,3,0,1,0,0,0,0
46,11,2,0,1,0,2,0,4,0,0,6,0,0,0,1
32,17,2,0,0,0,0,0,4,0,0,1,0,2,0,0
21,15,0,0,0,0,0,0,4,0,0,1,0,2,0,0
6,15,4,0,0,0,0,0,4,0,0,3,0,2,0,0
4,13,4,1,0,0,0,0,4,0,0,6,0,0,0,1
0,11,4,1,0,1,0,0,0,0,0,0,0,0,0,1
20,12,0,1,0,0,0,0,4,0,0,1,0,0,0,0
0,12,4,0,1,1,0,0,0,1,0,0,0,2,0,0
33,20,0,0,0,0,0,0,4,0,0,6,0,2,0,0
7,15,4,1,0,0,0,0,4,0,0,1,0,0,0,0
7,15,4,0,0,0,0,0,3,0,0,1,0,2,0,0
26,18,0,0,0,0,0,0,4,0,0,6,0,2,0,0
4,18,4,1,0,0,0,0,4,0,0,1,0,0,0,0
0,11,4,0,0,2,0,0,0,0,0,0,0,2,0,1
43,0,4,0,1,0,3,0,4,0,1,6,0,0,0,1
43,15,1,0,0,0,0,0,4,1,0,1,0,0,0,0
6,13,4,0,0,0,0,0,4,3,0,1,0,2,0,0
28,18,4,1,0,0,0,0,4,0,0,1,0,0,0,0
24,20,0,1,0,0,0,0,2,0,0,1,0,0,0,0
33,20,2,0,0,0,0,0,4,0,0,6,0,2,1,0
49,17,0,0,0,0,0,0,4,1,0,6,0,0,0,1
41,22,0,0,0,0,0,0,4,1,0,1,0,0,0,0
13,15,0,0,0,0,0,2,4,0,0,1,0,2,1,0
3,13,4,0,0,0,0,2,4,3,0,1,0,2,0,0
1,11,4,1,0,7,2,2,0,3,0,6,0,0,0,0
26,12,4,1,1,0,0,2,4,1,0,6,0,0,0,1
16,15,0,0,0,0,0,2,4,1,0,6,0,2,0,0
9,18,4,0,0,0,0,0,4,0,0,6,0,2,1,0
10,15,0,0,0,0,0,0,4,0,0,1,0,2,0,1
37,18,0,1,0,0,0,0,2,1,0,6,0,0,0,0
2,13,4,0,0,3,0,0,4,1,0,6,0,2,0,0
0,10,4,1,0,3,0,0,0,1,0,0,0,0,0,0
7,20,4,0,0,0,0,2,4,0,0,6,0,2,0,0
47,16,2,1,1,0,0,0,4,3,0,6,0,0,0,1
33,21,2,0,0,0,0,0,4,0,0,1,0,2,0,0
39,18,2,0,0,0,0,0,4,1,0,6,0,0,0,0
43,15,4,1,0,0,0,0,4,3,0,6,0,0,0,0
40,15,4,0,0,0,0,0,4,3,0,1,0,0,0,0
16,19,0,0,0,0,0,0,4,0,0,6,0,2,0,0
2,12,4,1,0,1,0,0,4,0,0,6,0,0,0,0
0,11,4,0,0,1,0,0,0,0,0,0,0,2,0,0
43,15,1,0,0,0,0,0,4,0,0,6,0,0,0,0
48,7,0,1,1,0,3,0,4,0,1,6,0,0,0,1
46,8,0,0,0,0,3,0,4,0,1,6,0,0,0,0
15,18,3,0,0,0,0,0,4,0,0,6,0,2,0,0
0,12,4,1,0,8,0,0,0,0,0,0,0,0,0,1
39,16,0,1,0,0,0,0,2,0,0,1,0,0,0,1
39,15,0,0,0,0,0,0,4,0,0,1,0,0,0,1
4,15,4,0,0,0,0,0,4,0,0,1,0,2,0,0
2,13,4,1,0,1,0,0,4,0,0,6,0,0,0,1
48,8,0,0,0,0,4,0,4,0,1,6,0,0,0,0
27,18,0,1,0,0,0,0,4,0,0,1,0,0,0,0
18,20,0,1,0,0,0,0,4,0,0,1,0,0,1,0
6,18,0,0,0,0,0,2,4,1,0,1,0,2,0,0
5,18,4,1,0,0,2,0,4,3,0,1,0,0,1,0
16,15,0,1,0,0,0,0,4,3,0,1,0,0,0,0
15,18,0,0,0,0,0,0,4,3,0,6,0,2,0,0
48,20,0,0,1,0,3,0,4,0,1,6,0,0,0,0
40,15,0,1,1,0,3,0,4,0,1,1,0,0,0,1
28,16,0,0,0,0,4,1,4,0,1,6,0,2,0,0
3,15,4,0,0,0,0,0,4,0,0,1,0,2,0,1
1,13,4,0,0,2,0,0,0,0,0,6,0,2,0,1
44,15,0,0,0,0,0,0,4,3,0,6,0,0,0,0
14,15,4,1,0,0,0,0,4,3,0,1,0,0,0,0
3,15,4,1,0,0,0,0,4,3,0,1,0,0,0,0
38,18,0,0,0,0,0,0,4,1,0,1,0,0,0,0
4,18,4,1,0,0,0,0,4,0,0,1,0,0,0,0
20,12,0,0,0,0,4,0,4,0,1,6,0,2,0,0
26,15,4,1,1,0,0,0,4,3,0,6,0,0,0,0
12,15,0,0,0,0,0,2,4,1,0,6,0,2,0,0
26,20,2,0,0,0,0,0,4,0,0,3,0,2,0,0
0,11,4,0,1,7,0,0,0,0,0,0,0,2,0,1
24,18,2,0,0,0,0,0,4,1,0,1,0,2,0,0
27,20,2,0,0,0,0,0,4,2,0,1,0,2,0,0
8,17,4,1,0,0,0,0,4,0,0,1,0,0,0,0
7,14,4,0,0,0,0,0,4,0,0,6,0,2,0,0
12,19,0,0,0,0,0,0,4,1,0,1,0,2,0,0
28,15,4,1,0,0,0,0,4,0,0,1,0,0,0,0
36,12,4,0,0,0,0,0,4,0,0,1,0,0,0,0
9,22,4,0,0,0,0,2,4,3,0,6,0,2,0,0
48,19,0,0,0,0,0,0,4,0,0,6,0,0,0,0
31,11,0,0,0,0,4,0,4,0,1,6,0,2,0,0
11,15,4,1,0,0,0,0,4,0,0,1,0,0,0,0
7,15,4,1,0,0,0,0,4,0,0,1,0,0,0,0
6,15,4,1,0,0,0,0,4,3,0,3,0,0,0,0
5,15,4,0,0,0,0,0,4,3,0,1,0,1,0,0
25,18,0,0,1,0,0,0,4,1,0,6,0,2,0,0
35,11,2,0,0,0,4,0,4,0,1,1,0,2,0,1
3,13,4,1,0,0,0,0,4,0,0,1,0,0,0,1
39,21,0,0,0,0,0,0,4,0,0,6,0,0,0,0
33,19,0,0,0,0,0,2,4,3,0,6,0,2,0,1
9,16,4,0,0,0,0,0,4,3,0,1,0,1,0,0
2,13,4,0,0,0,0,0,4,3,0,6,0,2,0,1
45,15,4,0,1,0,0,0,4,0,0,6,0,0,0,1
10,18,4,0,0,0,0,0,4,1,0,6,0,2,0,0
10,18,4,1,0,0,0,0,4,1,0,6,0,0,0,0
40,15,0,0,0,0,0,2,4,1,0,6,0,0,0,0
21,18,0,0,0,0,0,0,4,0,0,1,0,2,0,0
33,11,0,1,0,0,0,0,4,0,0,1,0,0,0,0
33,14,0,1,1,0,0,0,4,0,0,3,0,0,0,1
45,19,0,1,0,0,0,0,4,2,0,1,0,0,0,0
10,18,4,0,1,0,0,0,4,1,0,1,0,2,0,0
23,20,0,0,0,0,0,0,2,1,0,1,0,2,0,0
38,19,3,0,0,0,0,0,2,0,0,1,0,0,1,0
3,15,4,1,0,0,0,0,4,3,0,1,0,0,1,0
30,20,3,1,0,0,4,0,4,0,1,3,0,0,0,0
2,13,4,0,0,5,0,0,4,0,0,6,0,2,0,1
43,20,0,0,0,0,0,0,4,1,0,1,0,0,0,0
31,4,4,1,0,0,4,0,4,0,1,1,0,0,0,0
42,20,0,1,0,0,4,0,4,1,1,6,0,0,0,0
4,15,4,0,0,0,4,0,4,1,1,3,0,2,0,0
2,12,4,0,0,3,4,0,4,1,1,6,0,2,0,0
24,13,0,0,0,0,3,0,4,0,1,6,0,2,0,0
0,10,4,1,0,2,0,0,0,3,0,0,0,0,0,1
5,0,4,1,0,0,0,0,4,3,0,1,0,0,0,0
47,19,0,0,1,0,0,0,4,1,0,6,0,0,0,0
16,15,4,1,0,0,0,0,4,1,0,1,0,0,0,0
23,9,0,0,0,0,4,0,4,0,1,6,0,2,0,0
26,5,0,1,0,0,4,0,4,0,1,1,0,0,0,0
5,15,4,1,0,0,0,0,4,0,0,3,0,0,0,0
44,13,0,1,1,0,0,0,4,3,0,6,0,0,0,1
41,17,0,0,0,0,4,0,4,3,1,1,0,0,0,0
14,15,4,1,0,0,0,2,4,0,0,3,0,0,1,1
15,18,4,0,0,0,0,2,4,3,0,1,0,2,1,0
16,15,4,0,0,0,0,2,4,3,0,1,0,2,1,0
9,18,4,1,0,0,0,0,4,1,0,1,0,0,0,0
0,10,4,1,0,5,0,0,0,1,0,0,0,0,0,0
0,10,4,1,0,1,0,0,0,0,0,0,0,0,0,0
41,17,0,0,0,0,0,0,4,1,0,1,0,0,0,0
39,16,0,1,1,0,0,0,4,0,0,6,0,0,0,1
23,15,0,0,0,0,0,0,4,0,0,6,0,2,0,0
6,13,4,1,0,0,0,0,4,0,0,6,0,0,0,0
2,12,4,1,0,2,0,0,4,0,0,6,0,0,0,0
45,20,0,0,0,0,3,0,4,0,1,1,0,0,0,1
29,8,4,0,0,0,4,0,4,0,1,6,0,2,0,0
0,11,4,1,0,8,0,0,0,0,0,0,0,0,0,1
48,14,0,1,1,0,0,2,4,0,0,6,0,0,0,1
48,14,0,0,1,0,0,2,4,1,0,6,0,0,0,0
35,15,4,1,0,0,0,2,4,0,0,6,0,0,0,1
15,21,0,1,0,0,0,2,4,0,0,1,0,0,1,0
47,16,2,1,1,0,0,0,3,0,0,6,0,0,0,1
16,15,0,1,0,0,0,0,4,0,0,1,0,0,0,1
14,15,0,0,0,0,0,0,4,3,0,6,0,2,0,1
43,17,0,0,1,0,3,0,4,0,1,6,0,0,0,0
15,20,4,0,0,0,0,0,4,1,0,6,0,2,0,0
11,17,4,0,0,0,0,0,2,1,0,1,0,2,0,1
15,15,0,0,0,0,0,0,4,1,0,1,0,2,0,0
23,15,0,1,0,0,0,0,4,0,0,1,0,0,0,0
36,15,0,0,1,0,3,0,4,0,1,1,0,0,0,0
2,13,4,1,0,1,0,0,4,0,0,6,0,0,0,0
14,13,4,1,1,0,0,0,4,0,0,3,0,0,0,0
13,8,4,0,0,0,0,0,4,1,0,6,0,2,0,0
24,17,0,0,0,0,0,0,4,3,0,6,0,2,0,0
18,20,0,0,0,0,0,0,4,1,0,6,0,2,0,0
18,20,0,0,0,0,0,0,4,1,0,1,0,2,0,0
47,15,4,1,1,0,0,0,4,3,0,6,0,0,0,1
11,20,4,1,0,0,0,0,4,1,0,6,0,0,0,0
28,21,0,0,0,0,0,0,4,0,0,6,0,2,0,0
10,20,4,0,0,0,0,2,4,1,0,6,0,2,1,1
15,0,4,1,1,0,0,0,4,0,0,6,0,0,0,1
13,19,4,1,0,0,0,0,4,0,0,3,0,0,0,0
11,17,4,1,0,0,0,0,4,0,0,6,0,0,0,0
38,14,0,0,0,0,0,0,4,0,0,1,0,0,0,0
16,13,0,0,0,0,4,0,4,0,1,1,0,2,0,0
16,11,0,1,0,0,0,0,4,0,0,1,0,0,0,0
11,19,4,0,0,0,0,2,4,0,0,1,0,2,0,0
40,17,4,0,1,0,0,0,4,1,0,6,0,0,0,1
0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,15,4,1,0,0,0,0,4,0,0,1,0,0,1,0
5,17,4,0,0,0,0,0,4,0,0,3,0,2,1,0
0,11,4,0,0,0,0,0,0,3,0,0,0,2,0,1
42,21,0,0,0,0,2,0,4,1,0,1,0,0,0,0
9,21,4,1,0,0,0,1,4,3,0,6,0,0,0,1
26,18,2,1,1,0,4,2,4,3,1,1,0,0,0,1
17,15,4,0,1,0,4,2,4,0,1,6,0,1,0,1
32,13,0,1,0,0,4,0,4,0,1,1,0,0,0,0
6,18,4,1,0,0,4,0,4,3,1,6,0,0,0,0
41,13,0,1,0,0,4,0,4,0,1,6,0,0,0,0
25,20,4,0,1,0,4,0,4,3,1,3,0,2,0,0
23,15,4,1,0,0,4,0,4,0,1,1,0,0,0,0
47,17,0,0,0,0,0,0,4,0,0,6,0,0,0,1
23,18,0,0,0,0,0,0,4,0,0,6,0,2,0,0
45,15,0,0,0,0,0,0,4,3,0,1,0,0,0,0
44,14,0,1,0,0,0,0,4,3,0,1,0,0,0,0
10,18,4,1,0,0,0,0,4,1,0,1,0,0,0,0
0,10,4,0,0,1,0,0,0,1,0,0,0,2,0,0
28,15,0,0,0,0,4,0,4,0,1,6,0,2,0,0
4,18,4,0,0,0,0,0,4,0,0,6,0,2,0,0
35,18,4,1,0,0,0,0,4,0,0,3,0,0,0,0
23,11,4,1,0,0,0,0,4,3,0,1,0,0,0,0
3,15,4,1,0,0,0,0,4,3,0,6,0,0,0,0
22,16,2,0,0,0,0,0,4,3,0,3,0,2,0,0
17,20,0,1,0,0,0,0,4,1,0,1,0,0,0,0
17,15,0,0,1,0,0,0,4,3,0,6,0,2,0,0
40,20,0,1,0,0,0,0,4,0,0,1,0,0,0,0
20,20,0,0,0,0,0,0,4,2,0,1,0,1,0,0
37,16,4,0,0,0,0,0,4,0,0,1,0,0,1,0
22,15,0,0,0,0,4,0,4,0,1,6,0,2,0,0
4,15,4,0,0,0,4,0,4,0,1,6,0,2,0,0
24,15,0,1,0,0,0,0,4,0,0,1,0,0,0,0
31,11,4,0,1,0,4,0,4,0,1,6,0,2,0,0
