age,workclass,education,marital-status,occupation,native-country,relationship,hours-per-week,gender,race,income
33,3,9,2,11,34,0,59,1,0,1
33,2,9,0,3,38,1,49,0,1,0
48,2,9,2,3,38,0,39,1,1,1
13,2,9,4,3,38,1,34,0,1,1
24,2,9,4,0,5,1,34,0,1,0
42,2,5,2,10,32,0,39,1,1,0
26,3,7,4,3,38,1,44,1,1,1
28,4,14,4,9,38,1,29,1,1,1
31,2,12,4,3,38,1,39,1,1,1
15,4,12,4,9,38,1,39,1,1,1
37,2,9,2,0,9,0,39,1,1,1
26,2,11,2,6,11,5,39,0,1,0
20,2,9,2,9,38,0,39,1,1,0
39,2,11,2,7,40,0,49,1,1,1
3,2,15,4,0,40,3,39,1,1,0
19,2,11,4,0,37,1,34,0,0,1
43,2,0,2,5,38,0,39,1,0,0
37,2,11,2,7,38,5,34,0,1,1
3,2,15,4,11,38,3,29,1,1,0
29,2,12,0,3,38,1,49,0,1,1
9,2,9,4,7,38,3,39,1,1,0
8,2,8,4,9,38,3,34,0,1,1
28,5,9,2,0,38,0,37,1,1,1
9,2,9,4,3,38,1,19,1,1,0
25,1,11,6,13,38,4,39,0,1,0
54,2,9,6,3,38,2,39,0,1,0
41,2,3,2,7,4,0,39,1,1,0
31,2,11,4,7,13,4,31,0,0,0
38,0,9,0,9,38,4,39,1,1,1
7,2,7,4,0,38,3,14,0,1,0
30,1,11,2,7,32,0,39,1,0,0
23,2,15,0,2,38,4,29,0,0,0
53,2,9,6,9,32,4,19,0,1,1
50,2,3,6,6,6,1,33,0,1,0
17,2,6,5,6,5,4,34,0,1,0
27,4,15,4,2,38,3,11,1,1,1
54,2,6,2,7,38,0,39,1,1,1
6,2,15,4,0,38,3,39,1,1,0
21,4,14,4,9,38,1,44,1,1,1
17,1,9,4,9,38,2,14,1,0,0
48,1,15,4,9,38,1,39,0,0,1
30,1,12,2,9,38,5,34,0,0,1
35,1,11,2,13,32,0,39,1,1,1
5,1,15,4,10,38,3,39,1,1,1
27,4,11,2,11,38,0,59,1,1,0
46,1,11,2,0,38,5,34,0,1,1
33,2,0,5,0,22,1,46,0,0,0
42,1,11,5,0,38,4,34,0,1,0
9,4,15,4,3,38,4,14,1,1,1
20,4,10,4,9,38,1,44,1,1,1
27,2,11,2,7,36,0,39,1,0,0
34,2,15,0,3,38,4,39,0,1,1
8,2,15,4,0,38,3,34,1,1,0
8,2,11,2,13,38,0,39,1,1,0
6,4,7,4,2,38,1,29,1,1,0
5,2,9,4,7,38,1,19,0,1,0
23,2,15,4,3,38,1,39,0,1,1
32,2,11,5,0,38,4,34,0,1,0
5,2,15,4,12,38,3,39,1,1,0
23,2,2,2,13,22,0,39,1,0,0
30,2,11,5,0,38,4,39,0,1,1
1,2,0,4,11,38,2,39,0,0,0
23,2,2,2,7,22,0,39,1,0,0
30,0,11,3,0,32,1,39,0,0,1
13,5,15,2,9,38,5,39,0,0,1
34,1,6,2,7,32,5,37,0,1,1
13,0,11,4,0,38,4,44,0,0,1
12,0,11,0,0,38,1,44,1,0,1
28,2,11,2,13,38,0,39,1,1,1
1,2,11,4,11,38,3,39,1,1,0
40,2,15,2,9,38,0,39,1,1,1
6,2,15,4,5,38,3,39,1,1,0
1,2,15,4,11,38,3,9,1,1,0
7,2,11,4,0,38,3,39,1,1,0
4,2,11,4,7,38,3,34,1,1,0
41,2,15,2,3,38,0,39,1,1,1
11,2,6,2,10,38,5,39,0,0,0
22,2,12,4,3,38,1,51,1,0,1
21,3,11,2,3,38,0,39,1,1,1
15,2,10,4,9,38,1,39,1,1,1
13,2,12,4,9,20,1,39,1,1,1
16,2,9,4,3,38,1,39,0,1,1
10,2,9,4,11,38,1,44,1,1,1
11,2,9,4,0,38,1,44,0,1,1
28,2,11,0,0,38,4,27,0,1,1
26,2,15,2,12,38,0,39,1,1,1
41,5,9,2,0,38,0,34,1,1,1
12,3,14,2,9,38,0,54,1,1,1
36,2,11,2,7,38,0,39,1,0,1
10,2,12,4,11,25,1,41,1,1,1
6,2,9,4,3,38,3,39,0,1,0
41,2,11,2,7,38,0,23,1,1,0
13,4,15,4,11,38,3,24,1,1,0
11,2,7,4,11,38,3,19,1,1,0
41,2,15,2,11,38,0,39,1,0,0
18,2,11,3,13,5,2,39,0,1,0
13,2,15,4,3,8,1,39,0,1,0
8,2,11,4,7,28,3,39,1,1,0
50,2,9,2,10,38,0,6,1,1,1
4,2,11,4,0,38,4,39,0,1,0
5,1,15,4,10,38,2,42,0,1,1
5,0,11,4,0,38,2,39,1,1,0
30,1,11,2,7,38,2,39,1,1,1
43,2,11,2,2,38,0,34,1,1,1
22,2,7,0,3,22,4,34,0,0,1
32,2,15,4,8,22,1,87,0,0,0
19,1,11,2,0,2,5,39,0,0,1
21,2,9,2,9,38,0,39,1,0,1
36,2,4,2,2,32,0,39,1,0,1
38,2,15,2,2,32,0,39,1,0,1
22,2,5,3,6,5,4,39,0,0,0
6,2,15,4,0,38,3,23,1,1,0
20,2,15,2,2,16,0,39,1,0,0
7,2,11,4,5,38,1,49,1,0,0
8,2,11,4,7,38,1,39,0,0,0
38,2,11,6,7,21,1,34,0,1,1
28,2,15,0,0,38,1,37,1,1,0
48,2,9,0,9,38,1,34,0,1,0
13,2,2,2,2,5,0,39,1,1,1
19,1,12,4,9,38,1,49,1,1,1
16,4,10,4,9,38,1,44,1,1,1
11,5,1,5,0,18,4,39,0,0,0
6,2,15,4,0,32,2,13,1,0,0
14,2,1,3,11,18,3,39,0,0,0
12,2,15,3,11,18,3,25,0,0,0
10,2,1,3,11,18,3,34,1,0,0
8,2,1,3,11,18,3,34,1,0,0
15,2,11,4,11,38,1,44,0,1,1
21,2,15,4,0,38,4,34,0,1,1
26,2,9,4,0,27,1,49,1,0,1
20,2,11,4,2,38,1,44,0,0,1
7,2,11,4,11,5,3,39,1,1,0
24,4,11,4,7,22,1,59,1,0,1
16,2,5,4,7,37,4,13,0,0,0
15,2,9,2,9,6,0,39,1,0,0
31,2,11,0,6,6,2,37,0,0,0
8,2,15,4,7,6,2,24,0,0,0
40,1,11,0,5,38,1,29,0,0,0
22,2,4,5,11,32,4,29,0,0,0
10,2,9,4,9,38,4,32,0,0,1
13,1,12,2,9,38,0,39,1,1,1
27,2,9,0,9,38,4,34,0,0,0
36,4,8,5,2,30,1,39,1,1,1
17,3,12,5,9,38,1,39,0,1,1
22,2,9,2,3,38,5,59,0,1,1
20,2,9,4,0,38,1,34,0,1,1
5,2,9,4,0,38,3,39,0,1,0
54,2,11,2,10,38,0,39,1,1,1
13,2,7,4,12,38,3,14,0,1,0
8,2,15,4,13,38,3,39,1,1,0
5,2,9,4,9,38,1,39,0,1,1
7,2,9,4,11,38,1,49,1,1,1
17,4,9,4,9,38,1,54,0,1,1
33,4,9,0,2,38,1,15,1,1,1
15,2,9,2,3,38,5,39,0,1,1
66,2,15,0,9,38,4,19,0,1,0
18,4,12,2,3,38,0,54,1,1,1
48,3,10,2,3,38,0,39,1,1,1
37,2,11,2,6,38,0,39,1,1,1
31,3,12,3,11,18,1,49,1,0,1
42,2,0,3,10,18,1,39,1,0,0
32,2,12,3,10,18,1,39,1,0,0
14,2,15,0,0,38,4,39,0,0,1
18,4,2,4,7,37,1,39,0,0,0
8,2,15,4,0,38,3,39,0,1,0
22,2,2,0,0,38,4,39,0,1,0
28,3,11,2,11,38,5,49,0,1,1
7,2,11,4,2,38,3,49,1,1,1
2,2,2,4,5,38,3,39,1,1,0
30,2,11,4,9,22,1,39,0,0,0
8,2,11,4,0,38,4,39,0,0,0
26,2,15,0,7,38,1,29,0,1,0
27,2,11,4,5,38,1,34,1,0,0
32,2,11,6,3,38,1,34,0,0,1
2,2,11,4,5,38,1,19,1,0,0
7,2,9,4,9,38,3,14,1,0,0
27,1,15,2,5,38,0,39,1,0,1
8,2,11,4,11,38,4,39,1,1,1
24,2,8,2,12,38,5,37,0,1,1
29,2,5,2,7,2,0,39,1,0,0
23,2,11,0,2,38,1,39,1,0,0
26,2,11,2,7,2,0,59,1,0,1
31,2,6,2,6,2,2,44,0,0,0
7,2,9,4,2,38,1,39,0,1,0
8,2,9,4,11,38,1,39,0,1,1
23,2,11,0,11,38,4,29,0,1,0
19,2,9,2,9,29,5,34,0,0,1
25,2,11,5,5,30,4,39,1,1,0
53,0,11,2,0,38,0,39,1,0,1
26,2,12,2,3,38,0,34,1,1,1
15,2,12,2,9,23,0,44,1,0,1
42,1,0,6,7,32,1,24,0,1,0
57,4,10,3,9,38,1,24,1,1,1
21,1,15,3,3,38,4,34,0,0,1
19,2,11,4,0,38,1,39,0,0,0
36,1,12,6,9,38,4,34,0,0,1
9,1,9,4,9,38,3,34,0,0,1
6,1,7,4,10,38,3,34,0,0,0
11,2,12,4,3,4,1,29,1,0,1
35,1,11,0,12,38,4,35,1,1,1
33,2,9,4,3,38,1,49,1,1,1
16,0,14,4,9,38,1,64,0,1,1
38,4,12,2,9,38,0,54,1,1,1
48,2,9,4,3,38,1,39,1,1,0
30,3,14,4,7,38,1,59,1,1,1
29,2,14,4,3,38,1,49,1,1,1
16,3,9,4,9,38,1,39,0,1,1
9,2,9,4,11,20,1,39,1,1,0
19,4,12,4,9,38,1,59,0,1,1
39,2,3,2,6,5,0,39,1,0,1
9,2,4,4,5,5,3,39,0,0,0
7,2,6,4,6,5,3,39,0,0,0
6,2,5,4,6,5,3,39,0,0,0
23,5,8,2,7,38,0,29,1,0,0
37,2,5,0,6,12,1,39,1,1,0
5,2,11,4,11,28,4,39,0,1,0
21,4,12,4,9,38,1,47,0,1,1
29,2,3,6,7,32,4,39,0,1,0
0,2,0,4,7,38,3,39,1,1,0
9,2,15,4,0,38,1,39,1,1,1
9,2,15,4,13,38,1,39,1,1,0
11,1,15,2,10,38,0,39,1,1,1
43,2,5,0,0,4,1,34,0,1,0
33,2,11,2,6,7,5,39,0,1,1
27,2,8,5,9,5,1,39,0,1,0
28,2,12,4,3,38,1,39,0,1,1
15,2,8,0,9,38,1,39,1,1,1
12,2,8,0,0,38,1,39,0,1,1
15,2,15,2,10,5,0,45,1,1,0
7,2,9,4,9,38,1,7,0,1,0
29,2,3,4,6,32,3,39,1,1,0
6,2,15,4,0,38,2,39,0,0,0
14,2,11,4,0,32,4,34,0,1,0
13,2,11,4,6,32,2,34,0,1,0
44,4,14,4,9,29,1,29,0,1,0
13,2,11,2,13,38,0,39,1,1,1
16,2,11,4,0,38,1,39,0,1,0
2,2,11,4,11,38,3,39,0,1,0
10,2,11,2,13,38,0,39,1,1,1
26,2,12,2,3,38,0,39,1,1,1
11,2,9,0,3,38,1,39,1,1,1
30,2,1,0,7,38,1,37,0,1,0
32,1,12,2,0,21,0,39,1,1,1
26,2,11,2,7,38,0,39,1,1,0
2,1,15,4,9,38,3,19,0,1,0
37,2,11,2,2,38,0,39,1,1,1
41,4,11,6,3,38,1,49,1,1,1
15,1,11,2,7,38,0,39,1,1,1
5,2,9,4,9,38,3,17,1,1,0
6,2,15,4,0,38,3,24,0,1,0
42,2,15,0,3,27,1,51,0,1,1
50,4,15,4,9,38,1,49,0,1,1
44,2,1,6,7,38,1,39,1,0,0
8,2,15,4,0,38,3,39,0,1,0
6,2,11,4,0,38,3,39,0,1,0
5,2,11,4,5,38,3,39,1,1,0
4,2,15,4,5,38,3,24,1,1,0
18,2,11,2,13,5,0,39,1,0,1
20,4,9,4,10,38,1,54,1,1,1
31,2,9,4,2,38,1,59,1,1,1
7,2,9,4,9,38,1,19,1,1,0
42,2,12,2,9,38,5,9,0,1,0
25,1,7,2,0,32,5,34,0,1,1
48,2,9,2,3,38,0,39,1,1,1
48,0,15,6,0,30,1,19,1,1,0
49,4,14,2,9,38,0,19,1,1,0
44,0,11,4,0,32,4,34,0,1,0
9,2,15,3,0,38,3,34,0,0,0
14,2,9,4,9,38,1,59,0,0,1
10,2,10,2,9,38,0,78,1,1,1
14,1,12,4,3,38,1,44,1,1,1
8,1,9,4,3,38,1,19,0,1,0
35,2,11,2,13,38,0,39,1,1,1
14,2,14,2,12,18,0,39,1,0,1
16,2,9,2,0,18,2,39,1,0,0
21,2,9,2,3,2,0,34,1,0,1
25,2,9,0,3,38,1,49,0,1,1
42,2,1,2,13,38,0,39,1,1,1
20,2,9,2,0,38,0,39,1,1,1
12,2,12,4,9,33,1,54,1,1,0
26,4,9,2,6,36,5,78,0,0,0
16,1,11,4,7,38,1,39,1,0,0
13,3,15,2,3,34,0,39,1,0,1
20,2,9,4,3,38,1,39,1,1,1
36,2,8,4,3,38,1,34,1,1,1
32,0,9,2,0,38,0,39,1,1,1
6,2,9,4,6,38,3,24,1,1,0
45,2,12,2,3,38,0,54,1,1,1
17,2,15,4,0,38,3,39,1,1,1
40,1,8,2,10,38,0,39,1,1,1
4,2,11,4,13,38,3,47,1,1,0
19,2,11,0,0,38,4,39,0,1,0
43,2,4,6,11,21,1,39,0,1,0
13,2,11,2,5,38,0,39,1,1,0
31,2,4,0,6,5,4,39,0,0,0
29,1,9,2,10,38,0,39,1,1,1
3,2,15,4,11,38,3,29,0,1,0
1,2,2,4,11,38,3,19,0,1,0
34,2,9,2,3,38,0,44,1,1,1
5,2,15,4,3,38,3,39,0,1,0
17,2,9,2,9,38,5,34,0,0,1
37,2,12,4,9,38,1,39,1,1,1
29,2,9,5,9,22,4,31,0,0,0
31,2,15,4,2,38,1,39,0,0,0
50,1,9,0,0,38,4,34,0,0,1
19,1,9,4,9,38,3,34,1,0,1
25,2,11,2,2,22,0,39,1,0,0
6,2,15,4,0,13,3,19,1,0,0
5,1,7,4,0,13,3,34,0,0,0
11,2,15,4,9,38,1,39,1,0,1
21,2,12,4,3,38,4,34,0,0,1
15,2,7,4,11,37,1,45,0,0,0
30,2,15,3,3,32,4,34,0,1,1
15,2,11,2,4,38,5,39,0,1,1
33,2,7,2,12,38,0,39,1,0,1
21,2,12,2,9,38,0,34,1,1,1
10,1,12,4,9,38,3,34,1,1,0
4,2,11,4,7,38,3,21,1,1,0
13,2,15,4,11,38,1,44,1,1,1
34,2,15,0,11,38,1,44,0,1,1
29,2,15,4,0,38,3,39,0,1,1
25,2,11,2,6,38,0,39,1,1,1
50,1,11,2,9,38,0,23,1,1,1
33,3,9,2,3,38,0,47,1,1,1
36,0,11,0,2,38,1,39,1,0,0
34,2,14,4,9,38,1,49,0,1,1
22,2,14,2,3,38,5,46,0,1,1
28,2,10,5,3,38,4,39,1,1,1
45,2,11,4,0,38,1,36,0,0,0
31,2,11,4,0,37,1,15,0,0,0
34,4,12,2,9,38,5,29,0,1,1
55,4,15,2,2,38,0,34,1,1,1
24,2,5,2,2,2,0,39,1,0,0
6,2,15,4,0,37,4,39,0,0,0
25,2,11,4,0,37,2,39,0,0,0
8,1,15,4,10,37,2,39,1,0,0
46,2,15,2,9,38,0,37,1,1,1
18,1,11,2,10,38,0,34,1,0,1
23,2,5,2,7,0,0,41,1,0,1
24,2,11,2,7,2,0,39,1,0,0
19,2,15,0,11,38,4,39,0,1,1
17,0,9,2,10,38,0,47,1,1,1
50,2,11,4,3,38,1,44,0,1,1
21,5,9,4,11,38,1,19,1,1,0
15,2,11,4,7,38,1,59,1,1,0
18,1,15,2,10,38,0,39,1,1,1
22,2,1,4,9,32,4,29,0,1,0
26,2,11,0,12,38,4,34,0,0,0
31,2,15,0,3,38,1,37,0,1,0
18,2,15,5,13,38,1,39,0,0,1
25,2,11,0,7,38,2,34,0,0,0
17,2,15,2,9,22,0,39,1,0,1
30,2,11,5,7,38,2,34,0,0,0
18,2,11,3,0,38,4,39,0,0,0
15,2,15,4,0,2,4,39,0,0,0
11,2,11,4,2,2,2,34,1,0,0
14,2,11,2,6,2,2,39,1,0,1
4,2,11,4,13,38,3,39,1,0,0
26,2,3,4,0,5,4,29,0,1,0
11,2,5,2,6,2,2,47,0,0,0
39,2,11,0,7,22,4,39,0,0,0
1,2,11,3,7,22,3,39,1,0,0
32,2,15,2,11,38,0,78,1,1,1
36,2,9,2,6,2,5,39,0,0,1
8,2,15,4,3,2,3,39,1,0,1
6,1,9,4,9,2,3,34,0,0,0
29,2,11,2,13,38,0,39,1,0,1
7,2,7,4,9,38,3,19,1,0,0
7,2,12,4,12,38,1,49,1,1,1
21,4,11,2,7,21,0,78,1,1,1
32,1,1,2,5,21,0,39,1,1,0
28,1,6,4,7,38,3,39,1,1,0
51,2,15,4,0,38,1,39,0,1,0
21,3,11,2,11,21,0,54,1,1,1
47,2,9,4,11,28,4,39,0,1,1
15,2,15,0,11,38,4,39,0,1,0
17,3,12,4,3,9,1,44,0,1,1
30,2,7,2,0,21,5,39,0,1,1
5,2,9,4,3,38,3,39,0,1,0
19,2,14,4,3,38,1,49,1,1,1
36,1,9,0,0,5,4,37,0,1,0
7,2,15,4,0,5,3,51,0,1,1
47,2,15,4,0,38,1,39,0,1,0
27,2,0,4,11,5,4,34,0,0,0
1,2,15,4,5,38,3,29,1,0,0
30,2,15,5,7,38,1,20,1,1,0
16,2,9,2,0,38,5,39,0,1,1
40,2,11,0,0,38,1,44,0,1,0
61,2,12,6,2,34,4,39,1,0,0
23,2,11,2,6,38,0,39,1,1,1
2,2,15,4,11,38,3,24,0,1,0
9,2,7,4,9,38,1,39,0,1,1
14,2,8,4,0,38,4,29,0,0,0
38,2,11,2,7,38,0,37,1,0,1
17,1,12,2,9,38,5,34,0,1,1
24,2,12,4,9,38,1,34,0,1,1
23,2,11,2,7,38,0,39,1,1,0
20,2,9,5,3,38,4,39,0,0,1
52,5,15,6,0,38,1,37,0,1,0
30,3,9,4,11,38,1,59,1,1,1
35,2,14,0,9,38,4,43,0,1,1
24,2,10,4,6,38,1,39,0,1,1
19,3,9,4,12,38,1,54,1,1,1
15,2,12,4,3,38,1,39,1,1,1
38,3,15,2,11,38,0,39,1,1,1
39,2,11,2,6,38,0,39,1,1,1
2,2,11,4,5,38,3,19,1,1,0
44,2,5,3,6,12,1,39,1,1,0
46,2,8,0,3,32,1,23,0,1,1
48,1,15,6,0,38,1,34,0,1,0
15,2,11,2,3,20,0,39,1,1,1
28,2,14,2,3,38,0,39,1,1,1
44,4,12,2,9,38,0,29,1,1,1
13,1,9,2,10,38,0,39,1,1,1
45,2,1,0,6,38,1,39,0,0,0
28,2,0,2,0,38,0,39,1,0,1
3,2,11,4,7,38,3,39,1,0,0
8,2,11,4,7,36,4,39,0,0,0
30,0,11,2,13,38,0,39,1,0,1
4,2,15,4,0,38,3,49,1,0,0
30,2,14,2,11,38,0,44,1,1,1
34,3,9,2,3,35,5,34,0,0,0
8,3,9,4,3,35,3,34,1,0,0
12,2,8,4,11,38,1,44,1,0,0
15,1,11,2,7,38,0,37,1,0,1
17,2,11,4,12,2,3,34,1,0,1
20,2,9,2,11,38,0,39,1,1,1
13,2,14,2,9,38,0,59,1,1,1
7,2,9,4,12,38,1,49,0,1,0
32,4,15,4,7,38,1,19,1,1,0
31,2,9,0,9,38,1,29,1,1,1
18,2,9,0,7,38,1,39,0,1,1
27,2,11,5,0,32,1,39,0,1,0
12,2,12,2,9,16,5,39,0,0,1
15,0,9,4,3,38,1,59,0,1,1
6,2,9,4,3,1,1,34,0,1,0
6,2,9,4,0,38,1,19,0,0,0
7,2,12,4,9,9,1,19,1,0,0
9,2,12,4,9,18,1,19,1,0,0
32,1,12,0,3,38,1,39,0,1,1
43,2,12,2,3,38,0,59,1,1,1
7,2,9,4,12,38,1,54,1,1,0
31,2,1,4,6,32,4,39,1,1,0
27,2,5,2,6,5,5,39,0,1,0
6,2,15,4,7,5,3,39,0,1,0
23,2,9,5,0,38,4,34,1,0,1
19,2,15,5,7,38,2,39,0,0,0
34,2,11,2,13,38,0,39,1,1,1
13,2,10,4,9,38,1,14,0,1,0
36,2,4,2,3,40,0,9,1,1,1
8,2,15,4,3,40,3,39,0,1,0
16,2,8,2,12,38,0,9,1,0,1
27,2,11,2,7,16,0,34,1,0,0
43,2,1,2,6,16,5,29,0,0,0
4,2,15,4,3,8,3,49,1,0,0
42,2,11,2,9,22,5,37,0,0,1
41,1,11,0,0,38,1,39,1,0,0
44,0,14,2,9,38,0,49,1,1,1
57,2,11,4,13,38,1,9,1,1,0
22,4,11,2,11,5,5,53,0,0,1
7,1,11,4,0,5,3,34,1,0,1
37,2,1,2,7,38,5,39,0,0,1
13,2,11,4,13,38,3,39,1,0,0
25,2,15,2,11,38,0,49,1,1,0
34,1,11,5,0,32,4,39,0,1,0
16,2,9,4,3,38,1,54,0,1,1
31,2,11,2,6,5,0,39,1,1,0
8,2,5,4,6,5,2,39,0,1,0
6,2,11,4,5,5,1,70,1,1,0
14,2,9,2,11,38,0,39,1,1,1
34,2,11,6,6,38,1,39,0,0,0
7,2,9,4,11,38,1,29,1,1,1
7,2,15,4,3,38,1,19,0,0,0
33,2,12,2,3,38,0,39,1,1,1
33,4,14,2,9,38,0,78,1,1,1
23,1,7,4,9,38,1,39,1,1,1
28,2,8,2,3,38,5,39,0,1,1
32,2,9,2,3,38,0,45,1,1,1
35,1,15,2,3,38,0,39,1,1,1
3,2,11,4,0,38,3,39,0,1,0
17,2,11,2,2,38,0,39,1,1,1
14,2,11,2,2,38,0,49,1,1,1
42,2,11,2,9,38,0,59,1,0,0
41,2,9,0,0,38,1,39,0,1,1
29,2,11,2,13,38,0,39,1,0,1
30,2,11,2,5,38,5,39,0,0,0
21,2,11,4,3,16,1,34,0,0,0
25,2,9,4,3,38,1,34,0,1,1
30,2,5,2,2,21,0,39,1,1,1
2,2,15,4,11,38,3,17,0,1,0
10,2,9,4,0,30,1,39,1,1,0
5,2,15,4,5,30,1,39,1,1,0
33,1,11,2,3,38,0,39,1,1,1
33,2,11,5,9,32,4,59,0,0,1
8,2,15,5,0,38,3,39,1,1,0
5,2,11,4,11,38,3,39,1,0,0
7,2,15,4,2,38,3,39,1,1,0
14,2,11,2,3,38,5,34,0,1,1
11,4,11,2,2,38,0,39,1,1,1
26,1,11,2,2,38,0,39,1,1,1
21,2,15,4,7,11,1,49,1,1,1
45,1,11,4,2,38,1,39,1,1,1
33,2,11,2,6,37,0,49,1,0,1
29,2,11,2,2,38,0,34,1,0,1
52,2,0,5,6,28,1,27,0,1,0
16,5,9,2,3,29,0,39,1,0,1
6,2,2,2,2,6,0,29,1,0,1
13,4,8,2,9,38,0,64,1,1,1
30,1,2,2,0,32,0,34,1,1,1
30,2,1,2,7,3,0,34,1,1,1
12,2,15,2,3,38,0,49,1,1,1
20,1,11,5,10,38,1,34,1,1,1
20,2,9,5,3,38,1,34,1,1,1
35,2,6,6,7,32,1,24,0,1,0
24,2,11,2,2,28,0,3,1,1,0
25,1,9,2,10,38,0,39,1,1,1
23,2,14,2,9,38,0,39,1,1,1
26,1,14,2,9,38,0,44,1,1,1
9,2,11,2,7,25,0,52,1,1,0
23,5,12,4,3,38,1,34,0,1,1
6,2,9,4,3,38,3,39,1,1,0
3,2,11,4,5,38,3,44,1,1,0
21,2,14,2,9,38,0,39,1,1,1
29,2,15,2,11,38,0,54,1,1,1
26,2,12,4,12,38,1,39,0,1,1
15,5,10,4,9,38,1,69,0,1,1
17,2,14,2,11,38,0,39,1,1,1
11,2,9,4,3,38,1,49,0,1,1
16,1,9,2,11,38,0,49,1,1,1
47,1,11,6,7,38,4,39,0,1,0
14,2,11,4,3,38,3,39,0,1,1
13,2,11,4,3,22,3,34,0,0,0
9,1,15,4,7,22,3,9,0,0,0
22,2,2,4,7,13,4,47,0,0,0
33,2,5,2,11,5,0,48,1,0,0
33,1,11,0,7,5,4,48,0,1,0
31,2,9,0,0,38,3,37,1,1,1
34,1,5,0,7,3,4,39,0,1,0
26,2,3,4,11,38,3,39,1,1,0
42,4,5,2,13,38,0,39,1,1,0
34,5,9,2,3,38,0,34,1,1,1
23,2,12,2,3,38,0,49,1,1,1
35,2,12,0,9,38,1,39,0,1,1
34,2,11,3,2,3,1,44,1,1,0
29,2,11,3,6,3,1,39,0,1,0
27,2,11,2,2,38,0,39,1,1,1
30,2,12,4,9,38,1,34,0,1,1
23,2,11,2,2,3,0,39,1,1,1
25,2,8,2,2,38,0,51,1,1,0
13,1,9,2,10,38,0,39,1,1,0
40,2,7,6,0,38,1,34,0,1,0
7,2,11,2,11,21,0,19,1,1,0
10,2,11,4,0,21,3,34,0,1,0
25,1,1,0,11,32,4,49,1,1,1
47,0,5,6,7,32,4,29,0,1,0
17,2,11,5,0,38,3,39,0,1,0
15,2,11,2,11,16,0,39,1,0,1
10,2,9,4,0,16,2,39,0,0,1
9,2,9,4,0,16,2,39,0,0,0
19,1,9,2,9,38,0,34,1,1,1
13,2,11,4,8,12,3,39,0,1,0
11,2,11,5,8,12,3,39,0,1,0
32,4,11,2,11,11,0,59,1,1,0
32,2,11,6,0,38,1,34,0,1,1
11,0,11,4,3,32,4,69,0,1,1
27,2,11,4,7,31,4,19,1,1,0
35,2,15,2,7,38,0,34,1,1,1
12,2,15,2,7,38,0,34,1,1,0
32,2,5,2,6,16,5,39,0,1,0
25,0,12,4,3,38,1,59,0,1,1
35,2,15,0,0,38,4,39,0,1,0
6,2,15,4,11,38,3,19,0,1,0
17,2,12,4,3,38,1,49,0,1,1
26,2,15,0,9,38,4,39,0,0,0
12,2,1,5,7,38,4,39,0,0,0
14,2,15,4,0,38,4,34,0,0,0
73,2,15,5,0,32,3,39,0,1,0
23,1,11,0,2,32,3,39,0,1,1
25,2,5,3,9,32,2,34,1,1,0
30,1,11,4,2,38,1,39,1,1,1
20,2,9,5,7,29,4,35,0,0,1
24,2,9,2,0,29,0,34,1,0,1
27,2,6,0,7,5,4,54,0,1,0
2,2,15,4,0,38,3,9,0,1,0
18,2,8,2,12,22,0,37,1,0,1
29,0,15,5,0,38,4,39,0,1,1
9,2,12,4,3,38,3,37,1,1,1
38,1,8,5,9,38,4,34,0,0,1
10,2,11,4,2,38,3,39,1,0,0
3,2,15,4,7,38,1,39,1,1,0
58,4,8,0,9,38,1,49,0,1,1
30,1,7,4,3,38,1,39,0,0,1
42,3,14,2,3,38,0,81,1,1,1
22,2,12,2,3,38,5,64,0,1,1
34,3,11,2,11,38,5,39,0,1,1
30,2,11,2,7,38,5,29,0,1,1
3,2,15,4,11,38,3,31,0,1,0
45,4,11,2,3,6,0,59,1,1,0
59,2,11,2,9,38,0,19,1,1,1
11,2,7,2,0,13,5,34,0,0,0
46,2,11,6,6,13,2,39,0,0,0
12,2,11,4,5,38,1,39,1,1,1
17,2,7,4,11,38,4,49,1,1,1
14,2,11,4,11,38,2,39,1,1,0
18,2,11,2,0,16,5,39,0,0,1
9,2,11,4,2,16,2,39,1,0,0
1,2,11,4,6,5,3,39,0,1,0
27,2,9,2,3,38,0,34,1,0,1
22,4,7,2,11,34,0,70,1,0,1
29,2,11,5,7,13,1,29,0,0,0
11,1,9,4,9,38,1,59,0,0,1
18,2,11,2,11,6,0,39,1,1,0
48,2,15,6,9,17,1,19,0,1,0
34,1,6,6,7,4,1,44,0,1,0
39,2,5,2,0,5,0,39,1,1,1
20,2,11,2,0,38,0,39,1,1,1
36,2,3,2,7,32,0,34,1,0,0
37,2,11,5,0,32,4,37,0,1,1
37,2,9,4,0,38,1,39,0,1,1
16,2,11,2,0,38,5,51,0,1,0
36,2,0,3,6,3,1,39,0,1,0
9,2,9,2,3,38,5,54,0,1,1
63,2,12,6,9,38,1,9,0,1,0
40,2,9,2,3,38,5,39,0,1,1
13,2,11,4,11,38,3,34,0,1,0
14,5,15,4,3,38,1,39,1,1,0
13,2,9,1,3,38,5,39,0,1,1
29,2,8,0,0,38,1,39,0,1,1
26,4,9,4,11,38,1,59,0,1,0
72,2,9,2,11,38,0,39,1,1,1
16,2,11,2,7,13,0,35,1,0,0
21,2,15,6,7,13,2,44,0,0,0
12,2,11,3,13,13,1,48,1,0,0
26,2,11,5,0,38,4,39,0,1,1
